0.8722,0.9898,0.9852,1.0
0.873,0.9896,0.9872,1.0
0.8742,0.9903,0.9894,1.0
0.8762,0.9909,0.9918,1.0
0.8787,0.9915,0.9925,1.0
0.8822,0.9917,0.994,1.0
0.8853,0.992,0.9938,1.0
0.8892,0.9921,0.9937,1.0
0.8913,0.9924,0.9944,1.0
0.8941,0.9926,0.9945,1.0
0.8963,0.9929,0.996,1.0
0.8975,0.9932,0.9969,1.0
0.8997,0.9934,0.9976,1.0
0.9012,0.9936,0.9978,1.0
0.9025,0.9938,0.9985,1.0
0.905,0.9938,0.9988,1.0
0.9059,0.9939,0.9989,1.0
0.9071,0.9941,0.9991,1.0
0.9079,0.9948,0.9993,1.0
0.9087,0.9949,0.9993,1.0
0.9088,0.9951,0.9993,1.0
0.9098,0.9952,0.9995,1.0
0.9102,0.9952,0.9996,1.0
0.9117,0.9951,0.9997,1.0
0.9121,0.9952,0.9999,1.0
0.9127,0.9954,0.9999,1.0
0.9135,0.9956,0.9999,1.0
0.9138,0.9958,0.9999,1.0
0.9146,0.9958,0.9999,1.0
0.9153,0.9956,1.0,1.0
0.9161,0.9955,1.0,1.0
0.917,0.9955,1.0,1.0
0.9175,0.9956,1.0,1.0
0.9174,0.9955,1.0,1.0
0.9181,0.9956,1.0,1.0
0.9185,0.9957,1.0,1.0
