0.8428,0.9845,0.49,0.8822
0.8452,0.9852,0.5386,0.896
0.8503,0.9867,0.5772,0.9079
0.8529,0.9866,0.6157,0.9176
0.8569,0.9873,0.685,0.9344
0.8615,0.9876,0.7472,0.9529
0.8658,0.9885,0.7958,0.9644
0.8703,0.9897,0.8103,0.9682
0.8748,0.9905,0.8307,0.9721
0.8789,0.9906,0.851,0.9772
0.8822,0.991,0.8724,0.9809
0.886,0.9917,0.9082,0.9881
0.8883,0.9922,0.9239,0.9898
0.8921,0.9926,0.9497,0.9922
0.8955,0.993,0.9619,0.9932
0.8987,0.9932,0.9685,0.9934
0.9013,0.9928,0.9718,0.9937
0.9023,0.9929,0.9736,0.994
0.9037,0.9929,0.9739,0.9939
0.9046,0.9938,0.9742,0.9942
0.9058,0.9942,0.9745,0.9943
0.9071,0.9942,0.9748,0.9942
0.9084,0.9947,0.9748,0.9945
0.9094,0.995,0.9754,0.9946
0.9099,0.9953,0.9755,0.9945
0.9113,0.9957,0.9756,0.9947
0.9126,0.9961,0.9759,0.9947
0.9138,0.9963,0.9761,0.9951
0.9145,0.9964,0.9761,0.9951
0.9151,0.9964,0.9763,0.9953
0.9159,0.9964,0.9762,0.9953
0.9163,0.9964,0.9765,0.9954
0.9169,0.9963,0.9765,0.9955
0.9173,0.9963,0.9767,0.9954
0.9176,0.9963,0.9769,0.9955
0.9175,0.9964,0.977,0.9954
