0.7655,0.973,0.6197,0.9018,0.5985630306988896,0.6886993603411514
0.8095,0.983,0.757,0.9409,0.7450277949351451,0.8078740157480315
0.8476,0.989,0.8602,0.9622,0.854648419065597,0.8910761154855643
0.8755,0.9929,0.9147,0.9749,0.9122786978869217,0.9317269076305221
0.8961,0.9948,0.9395,0.982,0.9377301640441915,0.9547641963426372
0.9056,0.9962,0.954,0.9872,0.9531802120141343,0.961864406779661
0.9134,0.9971,0.9626,0.9901,0.9624479964966061,0.964203233256351
0.9189,0.997,0.9675,0.9928,0.967243443247361,0.9704069050554871
0.9214,0.9973,0.9709,0.9938,0.9706967657911874,0.9732824427480916
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.6969,0.9624,0.1583,0.6724,0.15568948199167743,0.16430221049158694
0.7606,0.9757,0.3215,0.8495,0.28924533263213253,0.4239766081871345
0.813,0.9858,0.5834,0.937,0.5547355473554736,0.7080213903743315
0.854,0.9913,0.8219,0.9672,0.8111241217798595,0.8849315068493151
0.8805,0.994,0.9198,0.979,0.9164111300397502,0.9447698744769875
0.9002,0.9949,0.9486,0.9862,0.9475672072872695,0.9579158316633266
0.9107,0.9966,0.9602,0.9901,0.9598111342923026,0.9641657334826428
0.9171,0.9968,0.9665,0.9927,0.9665249154944935,0.9662243667068757
0.9195,0.9972,0.9705,0.9936,0.9704187058183795,0.9714285714285714
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.8336,0.9869,0.2545,0.911,0.2352447216890595,0.35096153846153844
0.8589,0.9903,0.5303,0.9675,0.5048317615554779,0.6853295535081503
0.8787,0.9928,0.7864,0.9814,0.771366791851599,0.8953009068425392
0.8943,0.9941,0.9138,0.9866,0.9093145476909315,0.9517502365184485
0.9054,0.9949,0.9521,0.9891,0.9506295559973492,0.9661733615221987
0.9122,0.9958,0.9607,0.9912,0.9599868449901338,0.9681093394077449
0.9175,0.9962,0.9658,0.9925,0.9653405994550409,0.9709090909090909
0.9204,0.9963,0.9699,0.9932,0.9699043893959148,0.9698492462311558
0.9212,0.9968,0.9714,0.9942,0.9711246200607903,0.9746192893401016
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.2172,0.5431,0.0009,0.0179,0.0023020257826887663,0.000510986203372509
0.2697,0.6266,0.0306,0.279,0.04078605858361142,0.026838285636039984
0.3863,0.8054,0.4755,0.9358,0.3569764431788765,0.5501059149421541
0.5999,0.9364,0.8274,0.9788,0.7652942157026171,0.9205198700324919
0.7833,0.9775,0.9425,0.9837,0.9352738414400613,0.9686202122750346
0.8644,0.9912,0.9624,0.9878,0.9608977325312356,0.971976401179941
0.9011,0.9941,0.9664,0.99,0.9657085784041727,0.9726996966632963
0.9157,0.9962,0.9689,0.9921,0.968439445233155,0.9739027283511269
0.9197,0.9966,0.9711,0.9943,0.9707513319560727,0.975093399750934
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.9085,0.9956,0.9753,0.9959,0.9745734727572922,0.9825136612021858
0.9131,0.9959,0.975,0.9957,0.9744825320337313,0.9804372842347526
0.9155,0.9964,0.9747,0.9952,0.9744401966138722,0.9775147928994082
0.9182,0.997,0.9742,0.9952,0.9741886299281203,0.9743276283618582
0.9198,0.9971,0.9742,0.995,0.9740160904544466,0.9763092269326683
0.9212,0.9972,0.9734,0.9948,0.9731871471993052,0.9758883248730964
0.9209,0.9973,0.9732,0.9948,0.9729612335758497,0.9759797724399494
0.921,0.9972,0.9729,0.9949,0.9728555917480999,0.9734177215189873
0.92,0.997,0.9727,0.9951,0.9725,0.975
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.1433,0.5714,0.0002,0.5249,0.0013956734124214933,0.0
0.1926,0.6453,0.0781,0.9512,0.04257528556593977,0.08657418875402527
0.3117,0.7457,0.9098,0.9938,0.8421559191530318,0.9404329507482202
0.5401,0.8634,0.9622,0.9969,0.9601925569339012,0.9645575125027179
0.7493,0.9491,0.9718,0.9974,0.9701054317362872,0.9768647786198644
0.8603,0.9816,0.9714,0.9962,0.9700104614669302,0.9799570508231925
0.9028,0.9932,0.9716,0.9955,0.970425343376163,0.9825102880658436
0.9156,0.9959,0.9715,0.9934,0.9706203582350371,0.981042654028436
0.92,0.9972,0.9721,0.9938,0.9716304347826087,0.9775
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.9022,0.9948,0.9778,0.9983,0.9770560851252494,0.9846625766871165
0.9093,0.9953,0.9766,0.9979,0.9760255141317496,0.9823594266813671
0.9126,0.9959,0.9759,0.9976,0.975454744685514,0.9805491990846682
0.915,0.9962,0.9754,0.9973,0.9750819672131148,0.9788235294117648
0.9161,0.9963,0.9742,0.9971,0.974020303460321,0.9761620977353993
0.9184,0.9966,0.9737,0.9967,0.9736498257839721,0.9742647058823529
0.92,0.9966,0.9733,0.9963,0.9733695652173913,0.9725
0.9202,0.997,0.9731,0.996,0.9730493371006304,0.9736842105263158
0.92,0.997,0.9728,0.9954,0.9726086956521739,0.975
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
0.9207,0.9967,0.9726,0.9941,0.9724122949929401,0.9747793190416141
0.9207,0.9967,0.9726,0.9941,0.9724122949929401,0.9747793190416141
0.9205,0.9968,0.9726,0.9943,0.9724063009234112,0.9748427672955975
0.9204,0.9968,0.9726,0.9943,0.9724033029117775,0.9748743718592965
0.9204,0.9968,0.9726,0.9943,0.9724033029117775,0.9748743718592965
0.9206,0.9969,0.9726,0.9943,0.972409298283728,0.9748110831234257
0.9206,0.997,0.9725,0.9945,0.9723006734738214,0.9748110831234257
0.9206,0.997,0.9725,0.9947,0.9723006734738214,0.9748110831234257
0.9203,0.997,0.9725,0.9948,0.9722916440291209,0.9749058971141782
0.9202,0.997,0.9725,0.9948,0.9722886329058901,0.974937343358396
