0.8156,0.9828,0.5758,0.8246
0.8488,0.9881,0.644,0.8711
0.87,0.9925,0.699,0.9045
0.8839,0.9938,0.7417,0.9279
0.8954,0.995,0.7753,0.9419
0.9029,0.9961,0.801,0.9533
0.9076,0.9958,0.8211,0.9592
0.9097,0.9958,0.8337,0.9645
0.9102,0.9957,0.8444,0.9684
0.9108,0.9957,0.8531,0.9719
0.3513,0.8359,0.7488,0.8931
0.4801,0.904,0.7683,0.9063
0.6358,0.9541,0.7866,0.9198
0.7594,0.9786,0.8021,0.935
0.8332,0.9903,0.8148,0.9455
0.8735,0.9935,0.8264,0.9544
0.8945,0.9955,0.8332,0.9614
0.9028,0.9965,0.8409,0.9645
0.9085,0.9959,0.8469,0.9687
0.9108,0.9957,0.8531,0.9719
0.8893,0.9938,0.7338,0.9561
0.8959,0.9945,0.7566,0.96
0.9018,0.9952,0.7775,0.9622
0.9061,0.9958,0.7933,0.9637
0.9093,0.9958,0.8058,0.9653
0.91,0.9956,0.8185,0.9668
0.9112,0.9958,0.8301,0.969
0.911,0.9957,0.838,0.9707
0.9108,0.9955,0.8458,0.971
0.9108,0.9957,0.8531,0.9719
0.1057,0.5404,0.0008,0.0331
0.1107,0.5778,0.0312,0.4678
0.1784,0.6637,0.5017,0.817
0.3699,0.8,0.7017,0.9083
0.599,0.9257,0.7629,0.9432
0.7876,0.9769,0.7938,0.957
0.8711,0.9912,0.8127,0.964
0.8997,0.9951,0.828,0.9691
0.9081,0.9956,0.8416,0.9714
0.9108,0.9957,0.8531,0.9719
0.8946,0.9945,0.8774,0.9822
0.8983,0.9952,0.8739,0.9805
0.9014,0.9952,0.871,0.9787
0.9045,0.9955,0.8684,0.9784
0.9064,0.9961,0.8661,0.9781
0.9081,0.9961,0.8639,0.9762
0.9101,0.9959,0.8619,0.9754
0.9111,0.9953,0.8589,0.9739
0.9107,0.9957,0.856,0.9729
0.9108,0.9957,0.8531,0.9719
0.2085,0.5054,0.0001,0.0044
0.2759,0.5161,0.0028,0.0797
0.373,0.605,0.4879,0.8285
0.5362,0.7475,0.769,0.9485
0.7225,0.8944,0.8138,0.9762
0.84,0.9698,0.8218,0.9779
0.8913,0.9885,0.8269,0.9719
0.9041,0.9941,0.8347,0.9678
0.9088,0.9961,0.8435,0.9685
0.9108,0.9957,0.8531,0.9719
0.8933,0.9939,0.8666,0.9823
0.8991,0.9945,0.8639,0.9798
0.9014,0.9945,0.8621,0.978
0.9032,0.9948,0.8595,0.9763
0.9051,0.9952,0.8577,0.9753
0.9064,0.9952,0.8564,0.9742
0.9076,0.9955,0.8554,0.9727
0.9098,0.9959,0.8549,0.9719
0.9106,0.9958,0.8537,0.9713
0.9108,0.9957,0.8531,0.9719
0.9103,0.9957,0.8537,0.9725
0.9105,0.9956,0.8535,0.9724
0.9105,0.9957,0.8535,0.9723
0.9105,0.9957,0.8535,0.9723
0.9104,0.9957,0.8531,0.972
0.9103,0.9957,0.8531,0.9722
0.9106,0.9957,0.853,0.9722
0.9105,0.9957,0.8531,0.972
0.9108,0.9957,0.8531,0.9719
0.9108,0.9957,0.8531,0.9719
