0.8745,0.989,0.1836,0.8433
0.8761,0.9892,0.1877,0.8432
0.8772,0.9896,0.1894,0.845
0.8795,0.9906,0.193,0.8479
0.882,0.9908,0.1905,0.8475
0.8834,0.9916,0.1942,0.8553
0.8837,0.9915,0.2085,0.8632
0.8844,0.9918,0.2211,0.8724
0.8856,0.9925,0.2221,0.8766
0.8873,0.9925,0.232,0.882
0.8879,0.9924,0.2451,0.8899
0.8895,0.9924,0.2704,0.9019
0.8918,0.9926,0.3023,0.9146
0.8914,0.9931,0.331,0.919
0.8942,0.9933,0.3631,0.9292
0.8965,0.9934,0.3929,0.94
0.898,0.9937,0.4524,0.9504
0.9006,0.9938,0.4985,0.9593
0.9017,0.9936,0.536,0.9715
0.9035,0.9937,0.5867,0.9799
0.9031,0.9942,0.6301,0.9885
0.9051,0.9945,0.6664,0.9946
0.9063,0.9948,0.7005,0.9971
0.9078,0.9947,0.7313,0.9988
0.9092,0.9948,0.7487,0.9998
0.9106,0.9947,0.7696,1.0
0.9116,0.9947,0.7861,1.0
0.9127,0.9947,0.8046,1.0
0.9128,0.9947,0.826,1.0
0.9148,0.9947,0.8389,1.0
0.9157,0.9947,0.8546,1.0
0.9174,0.9949,0.8691,1.0
0.9199,0.9949,0.8834,1.0
0.9203,0.9949,0.8957,1.0
0.921,0.9948,0.9103,1.0
0.9224,0.9949,0.9265,1.0
