0.7499,0.9634,0.0922,0.4763
0.7572,0.9692,0.0954,0.4826
0.7633,0.9689,0.0984,0.506
0.7755,0.9701,0.0968,0.5206
0.784,0.973,0.101,0.5137
0.8052,0.975,0.1025,0.5324
0.8126,0.9776,0.1006,0.5565
0.8191,0.9803,0.1045,0.5826
0.8309,0.9829,0.113,0.624
0.8365,0.9825,0.1225,0.6659
0.8415,0.9846,0.1663,0.7684
0.8464,0.9857,0.233,0.8294
0.8529,0.9878,0.3747,0.9102
0.8601,0.9877,0.5296,0.9536
0.8644,0.9886,0.6047,0.9671
0.8698,0.9885,0.7104,0.9784
0.872,0.9891,0.7849,0.9838
0.8765,0.9898,0.8637,0.9887
0.8756,0.9901,0.9193,0.9907
0.8796,0.9903,0.9523,0.992
0.881,0.9913,0.9663,0.9922
0.884,0.992,0.9716,0.9928
0.8866,0.9925,0.9739,0.9931
0.8886,0.9933,0.9747,0.9934
0.8912,0.9935,0.9752,0.9936
0.8934,0.9939,0.9755,0.9939
0.896,0.9938,0.9756,0.9938
0.8981,0.9943,0.9757,0.994
0.9008,0.9943,0.9759,0.994
0.9017,0.9946,0.9758,0.9941
0.9037,0.9948,0.976,0.9943
0.9046,0.9947,0.976,0.9945
0.9058,0.9949,0.9762,0.995
0.9068,0.9952,0.9767,0.9952
0.908,0.9952,0.9771,0.9954
0.9085,0.9949,0.9772,0.9952
