0.6156,0.9266,0.0967,0.496
0.6501,0.9391,0.0934,0.523
0.6809,0.9477,0.0961,0.5802
0.6897,0.9488,0.0964,0.5412
0.7166,0.9532,0.0957,0.5775
0.7529,0.9624,0.1025,0.5832
0.7676,0.9666,0.0985,0.5766
0.7852,0.9715,0.0973,0.5953
0.7913,0.9708,0.0999,0.6077
0.797,0.9738,0.1,0.6086
0.8123,0.9759,0.0996,0.6074
0.8193,0.979,0.1003,0.6172
0.828,0.9809,0.1019,0.6185
0.8362,0.9829,0.1033,0.6239
0.8437,0.9816,0.1069,0.6418
0.8499,0.9831,0.1107,0.6505
0.8542,0.9842,0.1175,0.6618
0.8592,0.9852,0.1297,0.7011
0.8659,0.9859,0.151,0.7391
0.8687,0.9866,0.1729,0.7677
0.8732,0.9865,0.1987,0.7884
0.8758,0.9866,0.2205,0.8131
0.877,0.9871,0.2708,0.8434
0.8808,0.9879,0.3189,0.873
0.8817,0.989,0.3659,0.8927
0.8829,0.9889,0.4224,0.912
0.8852,0.9893,0.4567,0.9261
0.8857,0.9894,0.4946,0.938
0.8867,0.9902,0.5715,0.9555
0.8884,0.9902,0.6314,0.9657
0.8893,0.9902,0.6594,0.9701
0.8901,0.9902,0.7046,0.9776
0.8923,0.9908,0.7528,0.9829
0.8955,0.9912,0.791,0.9864
0.8962,0.9918,0.8157,0.9881
0.8978,0.992,0.8305,0.9888
0.6156,0.9266,0.0967,0.496
0.6501,0.9391,0.0934,0.523
0.6809,0.9477,0.0961,0.5802
0.6897,0.9488,0.0964,0.5412
0.7166,0.9532,0.0957,0.5775
