0.8512,0.984,0.1052,0.6051
0.8512,0.9838,0.1058,0.6043
0.8545,0.9838,0.105,0.6065
0.8555,0.9846,0.1053,0.6074
0.8582,0.9845,0.1058,0.6066
0.8615,0.9856,0.1065,0.6141
0.8649,0.9858,0.1081,0.6309
0.8655,0.9859,0.1099,0.6694
0.8691,0.9863,0.1192,0.7276
0.8723,0.9867,0.143,0.8082
0.8735,0.9874,0.1923,0.8772
0.8732,0.9883,0.272,0.9216
0.8764,0.9885,0.3496,0.9427
0.8789,0.988,0.4731,0.9671
0.8799,0.988,0.6503,0.9811
0.8819,0.9888,0.7673,0.986
0.882,0.9886,0.8474,0.9888
0.8844,0.9892,0.9112,0.991
0.8867,0.989,0.9257,0.9912
0.8879,0.9894,0.94,0.9919
0.8892,0.99,0.9526,0.9921
0.8908,0.9905,0.9583,0.9926
0.8918,0.9908,0.9612,0.9927
0.8921,0.991,0.9642,0.9926
0.8934,0.9913,0.9671,0.9929
0.8948,0.9913,0.9691,0.9934
0.8954,0.9916,0.9705,0.9934
0.8966,0.9919,0.9704,0.9934
0.8966,0.9923,0.9708,0.9934
0.8984,0.9925,0.9712,0.9937
0.9005,0.9925,0.9714,0.994
0.901,0.9928,0.9717,0.9942
0.9022,0.9928,0.9719,0.9944
0.9032,0.9928,0.9724,0.9947
0.9035,0.993,0.9728,0.9947
0.9045,0.9933,0.973,0.9946
